,,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022
Australian Plantation Timber Ltd,APL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.66265,-7.14286,-9.23077,-23.72881,-11.11111,-30,7.14286,-40,86.11111,8.95522,-16.43836,-4.91803,0,-5.17241,5.45455,1.72414,-18.64407,60.41667,1.2987,-23.07692,0,-8.33333,5.45455,10.34483,-6.25,-6.66667,1.78571,1.75439,-1.72414,-12.2807,-8,23.91304,22.80702,20,-35.71429,-1.85185,-13.20755,0,-10.86957,-21.95122,12.5,-19.44444,3.44828,-13.33333,-7.69231,-12.5,4.76191,-36.36364,-14.28571,-25,-33.33333,16.66667,-28.57143,0,-8,30.43478,-13.33333,-15.38461,-14.29063,27.77778,-17.3913,-15.78947,0,0,-18.75,15.38461,-6.66667,-21.42857,-18.18182,0,22.22222,27.27273,-21.42857,-22.99491,-12.5,-14.28571,0,0,0,-16.66667,-20,0,-50,-50,100,-50,100,0,-50,0,0,0,0,0,0,0,0,100,-50,0,0,0,0,0,0,100,-50,0,0,0,0,0,0,100,-50,0,0,0,0,100,-50,0,100,-50,0,100,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.3333,21.72414,-8.2153,-4.32099,0,-9.67742,-7.5,-0.3861,-8.52713,-2.54237,-10.43478,0,-2.91262,-39,-7.37705,-4.42478,-7.40741,-20,40,0,23.21428,-5.7971,-6.15385,14.7541,-15,-8.40336,-22.93578,-17.85714,-33.33333,52.17391,54.28571,-13.88889,-8.60215,-2.35294,-3.61446,11.25,4.49438,-7.52688,6.97674,-4.34783,1.13636,-10.11236,-25,-13.33333,15.38461,-6.66667,35.71429,10.52632,7.14286,55.55556,18.57143,2.40964,-1.17647,1.19048,3.52941,23.86364,-8.25688,-0.5,-1.50754,1.02041,-14.14141,11.76471,-7.36842,5.68182,-5.37634,-11.36364,0,-16.02564,-8.39695,-18.33333,0,1.02041,-11.11111,0
Australian Rural Group Ltd,ASR,-12.19512,25,-8.88889,4.87805,-16.27907,-8.33333,-9.09091,3.33333,-6.45161,-10.34483,0,-7.69231,-33.33333,37.5,13.63636,-28,0,-5.55556,-5.88235,31.25,-14.28571,-11.11111,6.25,0,-5.88235,0,-6.25,-13.33333,-15.38461,-9.09091,0,-10,-11.11111,-10.372,-2.37426,242.8571,-29.16667,5.88235,-11.11111,62.5,73.07692,-4.44445,-9.30233,-2.5641,-7.89474,-5.71429,-9.09091,-10,-11.11111,8.33333,-3.84615,-8,17.3913,-7.40741,-4,0,0,-12.5,0,-23.80952,-12.5,14.28571,-12.5,0,-14.28571,0,0,-16.66667,80,22.22222,-22.72727,-5.88235,-18.75,15.38461,-6.66667,7.14286,-6.66667,0,0,-7.14286,-7.69231,0,0,-9.4695,-20,37.5,18.18182,-30.76923,0,0,0,-11.11111,12.5,-11.11111,12.5,44.44444,46.15385,-42.10526,-18.18182,-11.11111,-37.5,-20,25,-20,0,125,-44.44444,20,0,-8.1625,0,0,0,-20,0,25,0,-20,25,-20,-25,33.33333,-25,0,0,33.33333,0,25,60,-12.5,0,-14.28571,33.33333,-12.5,0,-28.57143,0,-40,-33.33333,0,0,-50,100,0,-50,100,-50,0,0,0,0,0,0,0,0,0,-80,-25,0,100,-33.33333,0,-25,0,0,0,0,-33.33333,50,100,-16.66667,0,20,-33.33333,0,-25,33.33333,13.63636,16.66667,14.28571,-15,17.64706,25,20,0,-6.66667,-17.85714,-4.34783,6.81818,-21.2766,-13.51351,3.125,33.33333,-9.09091,10,-20.45455,-2.85714,2.94118,-22.85714,0,14.81481,-9.67742,-14.28571,-25,-6.66667,-4.76191,0,0,-12.5,25.71428,-9.09091,0,1.25,-7.40741,-14.66667,-26.5625,2.12766,-8.33333,-2.27273,-9.30233,-28.20513,-14.28571,-25,38.88889,-12,-18.18182,-22.22222,7.14286,-40,33.33333,-8.33333,45.45454,-12.5,-21.42857,-18.18182,0,-11.11111,0,137.5,47.36842,3.57143,-31.75285,-26.31579,42.85714,65,-3.0303,-12.5,14.28571,81.25,-20.68966,-2.17391,-33.33333,-10,0,0,7.40741,-6.89655,-18.51852,4.54546,39.13044,-18.75,3.84615,3.7037,42.85714,-30,-35.71429,11.11111,25,-4
Australian Vintage Ltd,AVG,3.33333,1.6129,-1.5873,-3.22581,-3.05085,0.6993,-0.34722,0.34843,2.43056,-1.69492,-1.75439,11.42857,13.78205,-1.40845,16.85714,-0.489,12.5,-2.22222,-3.40909,3.05882,14.15525,1.5,-20.15968,20,-2.08333,-7.44681,5.74713,3.04348,1.58228,1.47992,0,0.625,-9.31677,1.59817,-5.9633,-1.46342,-4.45545,9.58549,6.38298,7.77778,3.29897,-1.83674,1.2474,-3.49076,2.12766,-1.71875,3.0303,-1.68067,0,5.76923,2.62626,-0.3937,3.50791,3.33333,7.21063,6.19469,-5,-7.14912,-21.96532,-3.7037,1.28205,1.51899,10.97257,-7.86517,-5.30488,-14.93333,-9.09091,6.55172,-0.32362,7.79221,-3.36391,-16.13924,-5.66038,-4.8,-16.59664,23.42569,7.7551,23.10606,-0.30769,12.34568,-13.46154,-6.98413,-14.67577,2.4,-16.01563,-5.5814,-8.62069,-8.89488,-19.52663,17.64706,40.625,-16,-23.28042,-10.34483,26.92308,7.87879,-35.11236,4.329,-20.33195,-26.04167,-15.49296,-25,-5.55556,-5.88235,-60,103.125,-15.38461,10.90909,-52.45901,-13.7931,156,-3.125,9.67742,-17.64706,10.71429,6.45161,-3.0303,-15.625,-7.40741,-8,-8.69565,23.80952,36.53846,-4.22535,10.29412,-9.33333,2.94118,-7.14286,6.15385,-10.14493,3.22581,0,-12.5,0,14.28571,-1.5625,-4.76191,9.09091,-1.66667,3.38983,13.11475,0,0,2.89855,-4.22535,5.88235,27.77778,5.43478,11.54639,-9.70874,2.15054,1.05263,-2.08333,-4.25532,4.44445,4.25532,-3.06122,-2.10526,1.07527,5.09686,-3.26087,-3.37079,2.32558,1.13636,-21.34831,1.42857,-4.22535,1.47059,-7.24638,17.1875,4,1.28205,6.83544,0,0,12.5,-2.22222,-9.09091,-1.25,-5.06329,-2.66667,6.84932,-11.53846,1.44928,5.71429,6.75676,-1.26582,-2.5641,19.73684,18.68132,5.55556,5.26316,-5.83333,0.88496,-6.14035,7.47664,-13.04348,3.09278,0,5,-12.38095,-1.08696,-5.49451,15.11628,-14.14141,-1.17647,0,3.57143,2.29885,3.44828,2.22222,6.52174,20.40816,0,1.69492,-2.5,-6.83761,2.75229,-2.67857,11.00917,-5.78512,-8.10811,-3.92157,-1.02041,3.09278,-4,1.04167,1.03093,-1.53061,0.51813,3.09278,0,6,0.98039,1.94175,-3.80952,-5.94059,-26.31579,18.57143,3.61446,-4.65116,4.87805,6.97674,7.6087,-3.63636,33.33333,-2.5,-0.8547,8.62069,15.07936,2.06897,6.08108,1.91083,-3.25,9.67742,-5.29412,3.72671,-2.15569,3.79747,-12.80488,5.59441,-4.63576,-1.38889,-4.22535,0,-2.94118,1.51515,-8.95522,7.37705
Auswide Bank Ltd,ABA,1.0371,3.61293,0,-1.70517,3.75,0.90361,4.12072,3.2097,8.18056,-5.82306,5.6338,1.86027,2.62425,2.04082,6.25,-2.35294,9,20.41284,2.85714,8.88889,1.36054,-0.34655,0.34775,-3.44828,2.14286,-0.71014,12.68835,-5.3125,-2.88746,6.46393,3.81574,1.06178,-3.75,0,5,1.5873,2.34375,0.52,6.16549,-1.93659,0.08018,1.49254,-1.4017,1.86908,3.4407,-2.6087,-3.27381,-0.61538,1.85759,4.10334,-1.45985,1.85185,-2.23881,2.29008,0.29851,-1.04167,9.62406,-1.40845,-2.352,2.40865,3.42857,8.42541,3.94905,-4.04412,17.10526,2.58427,-0.36079,-3.59523,5.4732,1.66667,3.93443,-4.31125,14.88,7.69231,0.81504,0.13216,6.30631,6.61017,4.92846,-6.20155,-3.22314,2.47652,7.08333,-2.33463,-3.98406,2.90456,0.40323,-0.24691,3.13531,0,-3.76,-6.41529,-4.51439,-12.27907,9.89011,5.7,-10.12299,-8.63158,7.14286,-3.9785,-9.53488,-13.88175,6.52406,-8.45071,1.53846,-4.54546,0,8.33333,6.15385,17.3913,14.19753,4.86487,-4.25532,2.22222,1.95652,8.20896,8.37438,-2.18182,6.80077,-11.21076,3.0303,0.68627,2.23953,-0.38095,0.19704,4.03147,2.0794,-3.7037,2.11539,-3.9548,-1.71717,-5.3443,-7.70901,-1.64706,-3.22967,-3.58467,4,-4.10256,-2.13904,-2.18579,-0.13966,0.90909,-5.5794,-12.27273,0.34542,18.41652,0.14535,-2.75762,2.48062,-6.20272,0,7.25807,-9.47368,-7.6412,3.13076,7.14286,-12.5,-0.95238,-3.84615,-0.4,19.4332,-1.01695,-3.76712,2.84698,-1.38408,8.42105,-1.15703,-6.85619,-1.25673,1.81818,2.14286,-2.0979,-2.75229,-0.9434,0.95238,8.30189,1.91638,-8.71795,3.46154,-5.20446,-0.98039,3.9604,0,2.09524,3.07692,-0.18657,9.3458,-9.40171,-2.83019,0.97087,1.77866,-1.5534,0.19724,-0.3937,5.33597,-0.93809,2.92969,-2.46679,-0.97276,4.51866,2.06767,-0.73665,-1.14286,0.57803,-1.53257,0.19455,4.27185,0.9311,4.19048,-4.02194,0,-0.95238,5.76923,2.90909,-2.54546,2.79851,2.17786,0.35524,0.88496,-0.17544,-5.80762,2.6975,-0.56285,4.71698,-1.26126,-3.00752,-4.65116,-1.42276,5.7732,7.60234,3.80435,-1.83246,1.47059,4.16667,1.73913,5.12821,-1.13821,-26.90355,0.92593,5.27523,5.44662,-6.19835,15.4185,-5.7729,1.86335,18.29268,2.06186,2.6936,5.90164,5.88235,-3.60902,-0.15601,1.40625,-3.54391,8.6262,-1.91177,6.34675,-6.84134,4.84375,-0.44709,6.28743,3.94366,-1.25523,-4.66102,-9.77778,10.18062,-4.17288,-15.5521,9.1954
Authorised Investment Fund Ltd,AIY,-11.53846,34.78261,24.19355,-6.49351,-8.33333,-6.06061,0,-3.22581,-5,-8.77193,0,15.38461,0,0,-30,-23.80952,56.25,8,-7.40741,-8,6.52174,-8.16327,-20,-11.11111,-15.625,-3.7037,-3.84615,4,-7.69231,-4.16667,17.3913,3.7037,-3.57143,-14.81481,4.34783,25,-26.66667,4.54546,21.73913,0,42.85714,-14.95669,-29.03226,-16.36364,8.69565,-4,129.1667,0,-25,15.15152,5.26316,0,-10,11.11111,-22.5,19.35484,-18.91892,-36.66667,42.10526,-25.92593,0,0,-34,127.2727,30,-2.5641,-40.97192,4.54546,4.34783,-29.16667,-29.41176,-23.33333,-2.17391,0,62.22222,9.58904,-37.5,50,-33.33333,12,0,-23.21428,-4.65116,46.34146,-31.66667,24.50732,-2.05297,-34,-9.09091,16.66667,-37.14286,59.09091,0,45.85143,7.74173,3.63636,27.6161,0,0,0,0,-40.35088,0,0,0,0,0,-26.47059,8,11.11111,-23.33333,0,0,17.3913,-14.81481,0,0,95.65218,22.22222,-25.45455,-2.43902,-12.5,-14.28571,0,-3.33333,0,-13.7931,-60,0,10,0,254.5455,-7.69231,-36.11111,0,0,0,0,-78.26087,20,66.66666,0,-40,16.66667,0,-14.28571,0,200,11.11111,100,87.5,0,-16,-28.57143,-15.55556,0,0,0,5.26316,0,-17.5,-21.21212,0,11.53846,0,-10.34483,0,-23.07692,25,12,0,-10.71429,0,0,0,0,0,28,0,-6.25,0,-3.33333,0,-65.51724,0,0,0,0,0,0,0,130,73.91304,-22.5,-12.90323,48.14815,-25,-16.66667,0,4,-7.69231,0,0,0,-50,0,-25,-11.11111,50,75,19.04762,84,-28.26087,75.75758,244.8276,-65,-39.10714,3.22581,84.375,-55.93221,0,-3.84615,244,-31.39535,33.8983,-8.86076,-5.55556,-11.76471,-50,40,2.38095,-39.53489,7.69231,7.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Autodom Ltd,AIE,-15,17.64706,2.5,-17.07317,-2.94118,-9.09091,-3.33333,-3.44828,-7.14286,46.15385,-7.89474,17.14286,-12.19512,-5.55556,2.94118,-14.28571,0,-3.33333,3.44828,-13.33333,-3.84615,-8,30.43478,16.66667,-11.42857,16.12903,-5.55556,-2.94118,-9.09091,3.33333,0,19.35484,0,-5.40541,11.42857,-5.12821,-13.51351,6.25,0,0,-8.82353,-3.22581,-3.33333,3.44828,-6.66667,-7.14286,7.69231,-3.57143,-11.11111,25,6.66667,3.125,6.45161,18.18182,2.5641,-2.63158,-10.81081,9.09091,-2.77778,-2.85714,-14.70588,3.44828,33.33333,-2.5,20,11.90476,-4.25532,22.22222,12.72727,24.13793,12.5,-16.04938,13.23529,-11.68831,29.41176,-3.57143,-8.64198,4.05405,-9.09091,7.14286,-5.33333,-21.12676,-16.98113,18.18182,-61.53846,20,-19.44444,-3.44828,7.14286,-6.66667,1.78571,-15.78947,-16.66667,-7.5,-16.21622,-49.67742,-23.07692,-23.33333,8.69565,-16,-4.76191,37.5,-18.18182,0,-6.66667,4.76191,-4.54546,-21.42857,-39.39394,115,37.2093,18.64407,21.42857,-36.47059,-7.40741,42,26.76056,-26.66667,13.63636,-33.33333,20,-1.66667,-23.72881,75.55556,-17.72152,-6.53846,11.11111,25,-20,-13.33333,-13.46154,-11.11111,-50,15,-13.04348,-15,29.41176,0,18.18182,-57.69231,227.2727,-30.55556,-16,-4.76191,0,-50,50,0,-13.33333,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVEO Group,AOG,-4.16667,9.78261,-0.9901,-9,1.0989,-2.29885,-1.17647,-4.76191,0,-3.75,-7.79221,10,7.79221,14.93976,-2.20126,0.75027,0,10.11236,4.08163,5.88235,8.33333,9.40171,-5.46875,-5.17241,2.72727,-4.42478,15.74074,-1.6,4.87805,16.93548,-2.06897,4.22535,-2.7027,9.72222,14.87342,10.22727,54.63918,-14,-0.77519,7.42188,-3.09091,-9.61539,15.74468,-7.72059,16.33466,-0.68493,1.03448,-6.29371,5.22388,-0.70922,6.42857,10.73826,16.36364,-4.25532,7.5,-0.5168,8.05195,-5.52885,-8.18575,-21.08262,7.65343,17.31449,23.49398,18.29268,-4.53608,1.51188,12.38298,2.52918,-0.37951,-0.57143,1.53257,4.71698,-2.77478,-4.19048,6.36183,5.60748,7.25664,2.14522,8.75606,6.68693,-3.84615,8.14815,-5.34247,4.0521,3.82476,-4.38356,0.28653,-1.14286,6.06936,-0.54496,-10.82192,-25.98425,-22.34043,-21.91781,24.5614,11.5493,27.70202,-7.14286,-1.0989,-14.44444,-70.12987,-39.13044,-25,-10.89109,-18.88889,173.9726,-18,-0.60976,-2.51534,8.65385,29.20354,4.10959,-8.55263,6.47482,7.43243,-11.39241,3.57143,-1.37931,19.58042,-8.77193,-11.53846,2.94118,9.28571,11.11111,10.58823,-11.70213,4.6988,-6.43275,8.125,-1.7341,-8.23529,-7.05128,-1.24138,-9.28571,-11.81102,-19.64286,10,0,-0.20202,32.29167,-13.38583,-10,2.0202,-3.9604,-18.76289,-1.31579,2.38032,-16.66667,-11.2,-12.16216,-17.21612,52.21239,-0.5814,-7.60234,4.43038,-14.54545,-9.21986,18.50394,-16.94352,10.4,54.22242,15.90296,-4.18605,3.39806,-2.34742,-2.88462,0.49505,0.49261,2.94118,4.85437,6.48148,-7.82609,-2.35849,0.96618,3.34928,5.55556,14.03509,2.30769,4.13534,2.88809,-7.7193,6.97674,0.72464,-3.59712,14.92537,3.8961,-1.5625,-5.71429,6.73401,5.67823,2.08955,-2.04678,-2.98508,10.41009,0.85714,-2.26629,-6.66667,-4.03727,8.41424,-4.77612,-0.31348,0.9434,-1.86916,4.12698,-12.5,-12.58993,6.99589,-8.07692,5.85774,3.95257,1.90114,-2.61194,1.14943,0,-0.75758,-1.52672,-2.32558,-2.46914,-0.84388,-14.04255,-8.66337,-7.85908,-5.88235,1.25,30.8642,-7.07547,8.12183,0.46948,-10.04673,9.04255,3.41463,0.4717,0.46948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aveo Healthcare Ltd,AEH,3.63636,14.03509,-9.23077,1.44068,-12.2807,-16,-9.52381,5.26316,-2.5,-2.5641,2.63158,-1.28205,-6.49351,8.33333,-5.12821,-13.51351,4.6875,10.44776,0,4.05405,-19.48052,-6.45161,-13.7931,6,0,9.43396,-13.7931,14,1.75439,-13.7931,0,-4,4.16667,0,2,5.88235,-1.85185,18.86792,4.76191,12.12121,-2.7027,34.72222,1.03093,0,1.02041,-1.0101,0,-2.04082,0,2.08333,2.04082,8,-1.85185,0,3.77359,1.81818,0,0,-10.71429,10,0,9.09091,-15,2.94118,-0.95238,19.23077,6.45161,-1.51515,1.53846,-1.51515,3.07692,0,29.85075,3.44828,5.55556,10.52632,0,-9.52381,54.73684,-4.08163,-10.6383,-0.79365,8,8.88889,0,-2.38095,3.83275,0.67114,10,0,0,0,-3.0303,0,-20.9375,18.57708,3.33333,0,0,-5.16129,-5.44218,0,-6.47482,0,0,0,-10.76923,0,0,-13.7931,10,9.09091,-16.66667,-14,-1.16279,0,-17.64706,14.28571,0,0,0,-12.5,14.28571,2.5,-2.43902,25.625,4.47761,5.71429,0,23.6036,0,0,18.51852,6.25,8.82353,-2.81081,0,0,0,0,0,1.25,0,27.84091,0,2.22222,0,1.65217,0,0,-2.17391,0.44444,0,0.97345,0,0,0,0,0,0,-6.63717,9.00474,-2.17391,0,0,-42.22222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVITA Medical Inc,AVH,-12,7.95455,-8.42105,-20.68966,-17.3913,-8.77193,-3.84615,24,9.67742,-27.94118,0,-12.2449,-18.60465,-5.71429,-24.24242,0,32,506.0606,-35,15.38461,-26.66667,-22.72727,-12.94118,-22.97297,101.7544,-17.3913,-15.78947,2.5,19.5122,-43.87755,-3.0303,-3.125,-16.12903,-28.46154,2.15054,31.57895,52,23.68421,91.48936,-5.55556,-20,7.35294,9.58904,27.5,-3.92157,2.04082,12,-16.96428,9.67742,-11.76471,3.33333,0,-10.75269,-20.48193,12.12121,0,10.81081,-3.65854,-8.86076,-8.33333,7.57576,14.08451,-11.11111,1.38889,-8.21918,4.47761,-22.85714,-25.92593,-12.5,-17.14286,6.89655,-12.90323,-18.51852,4.54546,-4.34783,-10.90909,-12.2449,39.53489,-4.16667,13.04348,-47.69231,-17.64706,-19.64286,-13.33333,-2.5641,-5.26316,2.77778,0,-13.51351,-3.125,-12.90323,-18.51852,-4.54546,-33.33333,-7.14286,46.15385,-47.89474,0,-14.14141,-35.29412,-30.90909,-5.26316,0,108.3333,18.66667,-15.73034,20,38.88889,-20,5,61.90476,0,-8.82353,3.22581,3.125,-3.0303,-9.375,0,-6.89655,-11.11111,-4.16667,0,-4.34783,-9.09091,0,10,0,27.27273,-14.28571,-8.33333,31.81818,-6.89655,-18.51852,13.63636,-8,-17.3913,5.26316,0,25,0,44,33.33333,-16.66667,2.5,-9.7561,-10.81081,-15.15152,-3.57143,-3.7037,3.84615,-11.11111,4.16667,0,-8,-20,8.69565,30,3.84615,-7.40741,-4,-8.33333,-10.90909,37.7551,-3.7037,-3.84615,-4,0,-4.16667,-13.04348,5,-6.66667,2.04082,5,-12.38095,-10.86957,4.87805,-8.13954,-18.98734,17.1875,1.33333,-5.26316,20.83333,-11.49425,6.49351,28.04878,-6.66667,-5.10204,12.90323,0,0,28.57143,-22.22222,-11.37386,4.34783,-5.20833,9.89011,35,0,-11.11111,-4.16667,-4.34783,-10.90909,-10.20408,-12.5,0,0,-16.88312,3.125,-16.83007,32.65306,-3.07692,-11.11111,7.14286,-5,1.75439,-10.34483,32.69231,17.3913,19.75309,8.24742,-11.42857,-11.82796,-1.21951,66.66666,0,111.1111,35.08772,11.68831,-2.32558,3.57143,4.5977,29.67033,0.84746,5.04202,3.2,4.65116,-11.11111,-15,-8.82353,2.15054,-5.26316,-32.55556,15.65074,-1.7094,-14.05797,-2.02361,-14.97418,34.21053,-9.95475,-15.07538,2.76134,-12.85989,15.19824,-3.25048,6.71937,-8.7037,-9.93915,-12.38739,-12.08226,-21.63743,-4.10448,-10.50584,-20.86957,-12.08791,-13.125,15.82734,14.90683,-10.81081,-6.9697
AVJennings Ltd,AVJ,-4.16667,-1.41771,1.05263,0.38145,-4.16667,19.56522,-8.18182,6.25,3.92157,29.69397,0,7.65547,-8.69565,46.03175,-10.12543,-3.2468,10,-1.70455,5.48,0.38145,0,24.44444,-7.14286,14.42308,-12.60504,-1.04167,0,-13.68421,10.97561,10.98901,-5.10204,6.45161,4.0404,0,14.56311,20.33898,15.49296,1.21951,0,1.25786,11.18012,3.35196,4.59459,-3.68421,3.82514,20.52632,-8.29694,-5.2381,-1.50754,-7.39796,5.17241,5.46448,-4.14508,-10.54054,-4.32099,5.16129,-13.49693,-6.38298,1.13636,3.74532,2.52708,-1.05634,0,4.51128,-7.91367,-4.6875,-2.45902,3.78151,1.65289,9.34959,-3.34573,-8.07692,-3.76569,8.26087,-9.20502,4.6083,5.28634,-4.60251,-2.63158,15.31532,7.8125,-10.86957,5.69106,-3.46154,2.78885,1.55039,-1.52672,-1.55039,-4.72441,-1.69492,-2.58621,-13.71681,-23.07692,-17.33333,13.70968,-9.58681,-5.51181,5,0,-9.52381,-28.07018,2.5641,-7.5,-16.21622,-19.35484,48,-10.81081,-6.06061,-16.12903,23.07692,23.4375,2.53165,30.8642,2.83019,-7.33945,-0.9901,-6,2.12766,-3.125,-10.75269,8.43374,-6.66667,8.33333,16.48352,10.67961,-7.01754,-8.49057,2.06186,10.10101,-1.83486,-0.95238,-4.80769,-5.05051,-4.25532,-8.88889,13.41463,-4.44445,-4.65116,-7.31707,5.26316,-12.5,1.42857,2.85714,-11.11111,-6.25,6.66667,-4.6875,1.63934,4.83871,1.53846,4.54546,2.89855,15.49296,-2.43902,1.8182,10,0,6.81818,24.46808,0,4.2735,3.27869,-3.1746,-4.91803,5.17241,-3.27869,-2.20339,-1.21317,0,1.75439,12.06897,-0.76923,0.8,-3.1746,-8.19672,1.78571,12.2807,-4.6875,5,3.1746,-0.76923,-1.55039,2.36221,-10,0.9009,0,2.67857,-6.08696,0,2.77778,-0.92593,-0.93458,5.66038,13.39286,9.44882,-4.31655,-9.52381,7.89474,-1.62602,0,1.65289,3.25203,-4.03226,9.2437,0.76923,12.9771,6.08108,-4.4586,-2.0979,4.28571,2.73973,1.33333,-2.63158,0,-1.38889,4.22535,-4.72973,-3.5461,6.61765,-4.82759,-8.33333,-5.78512,-7.89474,7.61905,-9.73451,-4,15.625,5.40541,-7.69231,9.25926,0,-0.84746,4.38597,0,5.88235,-1.5873,-13.70968,-12.71028,-13.18681,6.32911,10.71429,24.73118,-15.51724,9.18367,-4.6729,10.78431,-7.9646,0,2.88462,2.24299,0.92593,3.66973,11.50443,-1.5873,1.6129,-1.11111,0.82645,-3.27869,1.69492,-3.33333,-0.86207,-5.04348,-3.73832,-1.94175,-10.89109,5.55556,-6.31579,-4.11236,-5.95238
